id,number,displayName,addressLine1,addressLine2,city,state,country,postalCode,phoneNumber,email,website,taxRegistrationNumber,currencyId,currencyCode,irs1099Code,paymentTermsId,paymentMethodId,taxLiable,blocked,balance,lastModifiedDateTime,defaultDimensions,company_id,company_name
15d47e92-1113-f111-8408-000d3aae36fb,PR0059,Perk Platform SLU,Carrer Almogàvers 154-164,,Barcelona,Barcelona,ES,08018,,,,ESB66484577,3e4521ac-90c3-f011-bbd1-6045bdf486d0,EUR,,b18d30a0-90c3-f011-bbd1-6045bdf486d0,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,0,2026-04-20T16:33:03.767Z,"[{'@odata.etag': 'W/""JzIwOzE3ODQyMTY2MDU0NTg3NzU1ODM1MTswMDsn""', 'id': 'e9ebc548-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '15d47e92-1113-f111-8408-000d3aae36fb', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '81677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'ES', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:25:06.193Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
5b7566fb-201c-f111-8340-7ced8d12cbc2,PR0060,Rakuten France,92 Rue de Réaumur,,PARIS,,FR,75002, +33 (0)1 42 78 93 32,fr-compta@mail.rakuten.com,,FR23432647584,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,124564.78,2026-04-20T16:33:03.797Z,"[{'@odata.etag': 'W/""JzIwOzEyODM4MzgzMDI4NjQ1NDE0MjE0MTswMDsn""', 'id': '9246df54-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '5b7566fb-201c-f111-8340-7ced8d12cbc2', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '84677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:25:20.25Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
634e2625-b81c-f111-8405-000d3a463312,PR0061,VACHON ET COMPAGNIE,1-3 1 RUE LULLI ,,PARIS,,FR,75002,,,,FR76507916336,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,0,2026-04-20T16:33:03.823Z,"[{'@odata.etag': 'W/""JzIwOzE3ODY2ODMyMzQ4MzQ0MzI2MzQyMTswMDsn""', 'id': '9324109b-9c1d-f111-8340-000d3abf4b29', 'parentType': 'Vendor', 'parentId': '634e2625-b81c-f111-8405-000d3a463312', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '84677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-03-11T22:49:48.913Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6f1c1b18-3e26-f111-bec2-000d3abb1d0f,PR0062,LPCR GROUPE,7 RUE TOUZET-GAILLARD IMMEUBLE STORIES,,SAINT-OUEN-SUR-SEINE,,FR,93400,,,,FR95528570229,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,0,2026-04-20T16:33:03.85Z,"[{'@odata.etag': 'W/""JzIwOzExMzE1NzcyNDQ5MzAxMzM2NjM0MTswMDsn""', 'id': 'ccb46e6d-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '6f1c1b18-3e26-f111-bec2-000d3abb1d0f', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '84677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:26:03.92Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
38198460-1c2e-f111-bec2-7c1e5274209d,PR0063,Euronews SA,56 Quai Rambaud,,Lyon,,FR,69002,,operations.ap@euronews.com,,FR77387858046,00000000-0000-0000-0000-000000000000,EUR,,b78d30a0-90c3-f011-bbd1-6045bdf486d0,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,47822.4,2026-04-20T16:33:03.877Z,"[{'@odata.etag': 'W/""JzE5OzM2MjQ4ODY2OTY4Mjk2MzM3NzMxOzAwOyc=""', 'id': 'c5b5467a-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '38198460-1c2e-f111-bec2-7c1e5274209d', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '84677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:26:23.207Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
101c4ace-6e38-f111-bec2-6045bd925213,PR0064,Marsh GmbH,Platz der Einheit 1,,Frankfurt,,DE,DE-60327,,,,DE811363733,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,41650,2026-04-20T16:33:03.907Z,"[{'@odata.etag': 'W/""JzE5OzE2NDEyNjE5MzE2OTUxNzc1MTkxOzAwOyc=""', 'id': '9cd44380-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '101c4ace-6e38-f111-bec2-6045bd925213', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '79677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'DE', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:26:38.193Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3fb2c548-7500-f111-8405-7ced8d8e2718,PR0081,Rakuten TV Europe S.L.U.,C Badajoz 58-60,,Barcelona,Barcelona,ES,08005,,,,ESB65390544,00000000-0000-0000-0000-000000000000,EUR,,f8451ade-dceb-f011-8542-00224888763f,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,3263654.15,2026-04-20T16:33:03.93Z,"[{'@odata.etag': 'W/""JzIwOzE3OTM2NDkzNDE2Nzc3MDYxNTY3MTswMDsn""', 'id': 'f4b4a92e-9d1d-f111-8340-000d3abf4b29', 'parentType': 'Vendor', 'parentId': '3fb2c548-7500-f111-8405-7ced8d8e2718', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '81677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'ES', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-03-11T22:53:56.573Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
639bdc5d-c1aa-f011-9051-005056875753,P1588,"Rakuten TV Media, S.A.S",,,,,,,,rm-accounting-fr@mail.rakuten.com,,FR15500942339,464c614e-c0aa-f011-9051-005056875753,EUR,,d7542e99-c0aa-f011-9051-005056875753,ad542e99-c0aa-f011-9051-005056875753,False,_x0020_,40679.07,2026-04-20T15:32:54.247Z,"[{'@odata.etag': 'W/""JzE4OzY4ODM3NTMzMzgwNjMzNjc4NTE7MDA7Jw==""', 'id': '76f9ec86-c0aa-f011-9051-005056875753', 'parentType': 'Vendor', 'parentId': '639bdc5d-c1aa-f011-9051-005056875753', 'dimensionId': '2d3f3589-c0aa-f011-9051-005056875753', 'dimensionCode': 'CTRY', 'dimensionValueId': '64f5e789-c0aa-f011-9051-005056875753', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2025-10-17T05:00:50.147Z'}]",dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9945cd5e-c1aa-f011-9051-005056875753,P2282,Video Solutions AG,Zählerweg 12,,,Zug,,6300,+41417631643,as@wedotv.com,,CHE401833677,464c614e-c0aa-f011-9051-005056875753,EUR,,d8542e99-c0aa-f011-9051-005056875753,a9542e99-c0aa-f011-9051-005056875753,False,_x0020_,48.26,2026-04-21T10:15:11.2Z,"[{'@odata.etag': 'W/""JzE5OzQyMTQyNzk3NzIxNDE5NzE2NzYxOzAwOyc=""', 'id': 'e5fbec86-c0aa-f011-9051-005056875753', 'parentType': 'Vendor', 'parentId': '9945cd5e-c1aa-f011-9051-005056875753', 'dimensionId': '2d3f3589-c0aa-f011-9051-005056875753', 'dimensionCode': 'CTRY', 'dimensionValueId': '4bf5e789-c0aa-f011-9051-005056875753', 'dimensionValueCode': 'CH', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2025-10-17T05:00:50.677Z'}]",dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
e83bdffc-f421-f111-8340-6045bd885186,P2462,Rive Gauche Television,15030 Ventura Blvd,,Sherman Oaks,,US,91403,,,,954467168,464c614e-c0aa-f011-9051-005056875753,EUR,,ce542e99-c0aa-f011-9051-005056875753,ad542e99-c0aa-f011-9051-005056875753,False,_x0020_,734.44,2026-04-21T10:39:13.067Z,[],dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
