id,number,displayName,category,subCategory,blocked,accountType,directPosting,lastModifiedDateTime,company_id,company_name
dbdc28a6-90c3-f011-bbd1-6045bdf486d0,4740,Deduc. Temporary Differences,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.553Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
dcdc28a6-90c3-f011-bbd1-6045bdf486d0,4742,Deferred Deduct. & Discounts,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.557Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
dddc28a6-90c3-f011-bbd1-6045bdf486d0,4745,Credit for Losses to comp.,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.557Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
dedc28a6-90c3-f011-bbd1-6045bdf486d0,475,Government Creditor,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.557Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
dfdc28a6-90c3-f011-bbd1-6045bdf486d0,4750,"Government Creditor/ VAT, Heading",Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.557Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e0dc28a6-90c3-f011-bbd1-6045bdf486d0,4750000,HP Acreedor por conceptos fiscales,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-26T23:22:51.063Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e1dc28a6-90c3-f011-bbd1-6045bdf486d0,4751,"Government Creditor/ IRPF, Heading",Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.557Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e2dc28a6-90c3-f011-bbd1-6045bdf486d0,4751001,Government Creditor/ IRPF,Liabilities,Pasivos corrientes,False,Posting,True,2026-03-27T09:28:08.957Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e3dc28a6-90c3-f011-bbd1-6045bdf486d0,4752,"Gov. Cred./ Corp. Inc. Tax, Heading",Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.56Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e5dc28a6-90c3-f011-bbd1-6045bdf486d0,4758,"Gov. Creditor Subv., Heading",Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.56Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e7dc28a6-90c3-f011-bbd1-6045bdf486d0,476,"Social Security Creditor, Heading",Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.56Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e8dc28a6-90c3-f011-bbd1-6045bdf486d0,4760000,Social Security Creditor,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-26T23:23:34.713Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e9dc28a6-90c3-f011-bbd1-6045bdf486d0,477,Value Add. Tax Coll. by Comp.,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.563Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8596283a-0efb-f011-8405-000d3aaa8b47,4770021,IVA repercutido 20%,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-26T23:25:20.72Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
eadc28a6-90c3-f011-bbd1-6045bdf486d0,4770121,IVA AUTOREP. COMPRAS UE,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-26T23:24:06.157Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ebdc28a6-90c3-f011-bbd1-6045bdf486d0,4770221,IVA AUTOREP. COMPRAS INT,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-26T23:24:38.33Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ecdc28a6-90c3-f011-bbd1-6045bdf486d0,479,Deferred Profit Tax,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.567Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
eddc28a6-90c3-f011-bbd1-6045bdf486d0,48,Charg. Spr. over Sev. Periods,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.567Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
eedc28a6-90c3-f011-bbd1-6045bdf486d0,480,Prepayments,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.567Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f462e250-0efb-f011-8405-000d3aaa8b47,4800000,Prepaid expenses,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-29T09:04:31.54Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
efdc28a6-90c3-f011-bbd1-6045bdf486d0,485,Unearned Income,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.57Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
37117067-0efb-f011-8405-000d3aaa8b47,4850000,Deferred income,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-29T09:04:31.54Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f0dc28a6-90c3-f011-bbd1-6045bdf486d0,49,Det. Credit Val. and ST Vend.,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.57Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f1dc28a6-90c3-f011-bbd1-6045bdf486d0,490,Det. Credit Val. Trade Oper.,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.57Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
af8fa196-0efb-f011-8405-000d3aaa8b47,4900000,Bad Debt Provision,Liabilities,Pasivos corrientes,False,Posting,True,2026-01-29T09:04:31.543Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f2dc28a6-90c3-f011-bbd1-6045bdf486d0,493,Det. Credit Val. Trade O. Vin.,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.763Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f3dc28a6-90c3-f011-bbd1-6045bdf486d0,4933,Det. Credit Val. Trade. O.(G),Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.767Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f4dc28a6-90c3-f011-bbd1-6045bdf486d0,4934,Det. Credit Val. Trade. O.(A),Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.767Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f5dc28a6-90c3-f011-bbd1-6045bdf486d0,4935,Det. Credit Val. Trade. O.(OV),Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.767Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f6dc28a6-90c3-f011-bbd1-6045bdf486d0,499,"Prov. for Trade transact., Liabilities",Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.767Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f7dc28a6-90c3-f011-bbd1-6045bdf486d0,4994,Prov. for burdensome contracts,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.77Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f8dc28a6-90c3-f011-bbd1-6045bdf486d0,4999,Prov. For other Trade transact,Liabilities,Pasivos corrientes,False,Posting,False,2025-11-17T08:37:43.77Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f9dc28a6-90c3-f011-bbd1-6045bdf486d0,5,FINANCIAL ACCOUNTS,Assets,Activos,False,Posting,False,2025-11-17T08:37:42.897Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fadc28a6-90c3-f011-bbd1-6045bdf486d0,50,Short Term Investments,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.773Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fbdc28a6-90c3-f011-bbd1-6045bdf486d0,500,Short-Term Debent. Loans,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.773Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fddc28a6-90c3-f011-bbd1-6045bdf486d0,501,Convertible Debent. Loans,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.777Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fedc28a6-90c3-f011-bbd1-6045bdf486d0,502,ST Shares Liability,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.777Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ffdc28a6-90c3-f011-bbd1-6045bdf486d0,505,Debts as Marketable Sec.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.777Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
00dd28a6-90c3-f011-bbd1-6045bdf486d0,506,Borrowings Interests,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.777Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
01dd28a6-90c3-f011-bbd1-6045bdf486d0,507,Dividends Liability,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.78Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
02dd28a6-90c3-f011-bbd1-6045bdf486d0,509,Depr. Marketable. Sec.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.78Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
03dd28a6-90c3-f011-bbd1-6045bdf486d0,5090,Depr. Obl. and Deb. Loans,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.78Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
04dd28a6-90c3-f011-bbd1-6045bdf486d0,5091,Depr. Conver. Obl. and Deb.L.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.78Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
05dd28a6-90c3-f011-bbd1-6045bdf486d0,5095,Depr. Other Marketable. Sec.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.783Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
06dd28a6-90c3-f011-bbd1-6045bdf486d0,51,Short Term Debts with Vinc.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.783Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
07dd28a6-90c3-f011-bbd1-6045bdf486d0,510,ST Debts Vinc. Fin. Inst.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.783Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
08dd28a6-90c3-f011-bbd1-6045bdf486d0,5103,Loans from Fin. Instit. (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.787Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
09dd28a6-90c3-f011-bbd1-6045bdf486d0,5104,Loans from Fin. Instit. (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.787Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0add28a6-90c3-f011-bbd1-6045bdf486d0,5105,Loans from Fin. Instit. (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.787Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0bdd28a6-90c3-f011-bbd1-6045bdf486d0,511,Fixed Asset Cred. Vinc C.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.787Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0cdd28a6-90c3-f011-bbd1-6045bdf486d0,5113,Fixed Asset Cred. (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.79Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0ddd28a6-90c3-f011-bbd1-6045bdf486d0,5114,Fixed Asset Creditors (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.79Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0edd28a6-90c3-f011-bbd1-6045bdf486d0,5115,Fixed Assets Cred. (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.79Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0fdd28a6-90c3-f011-bbd1-6045bdf486d0,512,ST Fin Lease Cred. Vinc. C.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.79Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
10dd28a6-90c3-f011-bbd1-6045bdf486d0,5123,"ST Fin Lease Cred., (G)",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.793Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
11dd28a6-90c3-f011-bbd1-6045bdf486d0,5124,"ST Fin Lease Cred., (A)",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.793Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
12dd28a6-90c3-f011-bbd1-6045bdf486d0,5125,"ST Fin Lease Cred., (Oth.)",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.793Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
13dd28a6-90c3-f011-bbd1-6045bdf486d0,513,Other ST Debts Vinc. C.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.793Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
14dd28a6-90c3-f011-bbd1-6045bdf486d0,5133,Short Term Debts (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.797Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
15dd28a6-90c3-f011-bbd1-6045bdf486d0,5134,Short Term Debts (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.797Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
16dd28a6-90c3-f011-bbd1-6045bdf486d0,5135,Short Term Debts (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.797Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
17dd28a6-90c3-f011-bbd1-6045bdf486d0,514,ST Debt Interests Vinc. C.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.797Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
18dd28a6-90c3-f011-bbd1-6045bdf486d0,5143,Debt Interests (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.797Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
19dd28a6-90c3-f011-bbd1-6045bdf486d0,5144,Debt Interests (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.797Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
1add28a6-90c3-f011-bbd1-6045bdf486d0,5145,Debt Interests (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.8Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
1bdd28a6-90c3-f011-bbd1-6045bdf486d0,52,ST Loans Debt,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.8Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
1cdd28a6-90c3-f011-bbd1-6045bdf486d0,520,"ST Loans from Fin. Institut., Heading",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.8Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
1ddd28a6-90c3-f011-bbd1-6045bdf486d0,5200,ST Loans from Fin. Institut.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.803Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
1fdd28a6-90c3-f011-bbd1-6045bdf486d0,5201,ST Debts for Credits,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.807Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
20dd28a6-90c3-f011-bbd1-6045bdf486d0,5208,"Debt on Discounted Bills, Heading",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.807Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
23dd28a6-90c3-f011-bbd1-6045bdf486d0,5209,Factoring Op. Debt Acc.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.807Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
24dd28a6-90c3-f011-bbd1-6045bdf486d0,521,Short-Term Loans,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.807Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
25dd28a6-90c3-f011-bbd1-6045bdf486d0,522,Debt in Subv. And Leg.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.807Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
26dd28a6-90c3-f011-bbd1-6045bdf486d0,523,ST Fixed Asset Creditors  ,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.81Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
27dd28a6-90c3-f011-bbd1-6045bdf486d0,524,ST Fin. Lease Creditors,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.81Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
28dd28a6-90c3-f011-bbd1-6045bdf486d0,525,ST Bill of Exch. Pay.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.81Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
29dd28a6-90c3-f011-bbd1-6045bdf486d0,526,Active Dividend to Pay,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.81Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2add28a6-90c3-f011-bbd1-6045bdf486d0,527,Short Term Debt Int. Cred.Inst,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.81Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2bdd28a6-90c3-f011-bbd1-6045bdf486d0,528,Short Term Debt Interest,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.813Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2cdd28a6-90c3-f011-bbd1-6045bdf486d0,529,Short Term Provisions,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.813Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2ddd28a6-90c3-f011-bbd1-6045bdf486d0,5290,"Provision for Pensions, Heading",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.813Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2edd28a6-90c3-f011-bbd1-6045bdf486d0,5291,"Taxation Reserve, Heading",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.813Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2fdd28a6-90c3-f011-bbd1-6045bdf486d0,5292,"Provision for Responsibilities, Heading",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.817Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
30dd28a6-90c3-f011-bbd1-6045bdf486d0,5293,Provision for FA dismantle,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.817Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
31dd28a6-90c3-f011-bbd1-6045bdf486d0,5295,"Prov. for environmental act., Heading",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.817Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
32dd28a6-90c3-f011-bbd1-6045bdf486d0,5296,Prov. for restructuring,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.817Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
33dd28a6-90c3-f011-bbd1-6045bdf486d0,5297,Prov. for paym. Liab. Inst,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.817Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
34dd28a6-90c3-f011-bbd1-6045bdf486d0,53,Group/Assoc. Fin. Investm.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.817Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
35dd28a6-90c3-f011-bbd1-6045bdf486d0,530,ST Trade Investm. Vinc.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.82Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
36dd28a6-90c3-f011-bbd1-6045bdf486d0,5303,ST Trade Investm. (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.82Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
37dd28a6-90c3-f011-bbd1-6045bdf486d0,5304,ST Trade Investm. (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.823Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
38dd28a6-90c3-f011-bbd1-6045bdf486d0,5305,ST Trade Investm. (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.823Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
39dd28a6-90c3-f011-bbd1-6045bdf486d0,531,ST Fixed-Income Sec. Vinc.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.823Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3add28a6-90c3-f011-bbd1-6045bdf486d0,5313,ST Fixed-Income Sec. (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.823Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3bdd28a6-90c3-f011-bbd1-6045bdf486d0,5314,ST Fixed-Income Sec. (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.827Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3cdd28a6-90c3-f011-bbd1-6045bdf486d0,5315,ST Fixed-Income Sec. (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.827Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3ddd28a6-90c3-f011-bbd1-6045bdf486d0,532,ST Loans to Vinc. Comp.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.827Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3edd28a6-90c3-f011-bbd1-6045bdf486d0,5323,ST Loans to Group C.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.827Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
3fdd28a6-90c3-f011-bbd1-6045bdf486d0,5324,ST Loans to A Comp.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.827Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
40dd28a6-90c3-f011-bbd1-6045bdf486d0,5325,ST Loans to Other Vinc. C.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.827Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
41dd28a6-90c3-f011-bbd1-6045bdf486d0,533,Fin. Investm. Interest Vinc.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.83Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
42dd28a6-90c3-f011-bbd1-6045bdf486d0,5333,Fin. Investm. Interest (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.83Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
43dd28a6-90c3-f011-bbd1-6045bdf486d0,5334,Fin. Investm. Interests (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.83Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
44dd28a6-90c3-f011-bbd1-6045bdf486d0,5335,Fin. Investm. Interests (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.83Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
45dd28a6-90c3-f011-bbd1-6045bdf486d0,534,ST Interest Credits to Vinc.,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.833Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
46dd28a6-90c3-f011-bbd1-6045bdf486d0,5343,ST Interest Credits (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.833Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
47dd28a6-90c3-f011-bbd1-6045bdf486d0,5344,ST Interest Credits (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.833Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
48dd28a6-90c3-f011-bbd1-6045bdf486d0,5345,ST Interest Credits (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.837Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
49dd28a6-90c3-f011-bbd1-6045bdf486d0,535,Divid Receiv. Fin Inv. In Vinc,Assets,Activos,False,Posting,False,2025-11-17T08:37:43.837Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4add28a6-90c3-f011-bbd1-6045bdf486d0,5353,Divid Receiv. Fin Inv. (G),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.837Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4bdd28a6-90c3-f011-bbd1-6045bdf486d0,5354,Divid Receiv. Fin Inv. (A),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.837Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4cdd28a6-90c3-f011-bbd1-6045bdf486d0,5355,Divid Receiv. Fin Inv. (Oth.),Assets,Activos,False,Posting,False,2025-11-17T08:37:43.837Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4ddd28a6-90c3-f011-bbd1-6045bdf486d0,539,"ST Demand. Expend. Eq., Vinc",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.837Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4edd28a6-90c3-f011-bbd1-6045bdf486d0,5393,"ST Demand. Expend. Eq., (G)",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.84Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4fdd28a6-90c3-f011-bbd1-6045bdf486d0,5394,"ST Demand. Expend. Eq., (A)",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.84Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
50dd28a6-90c3-f011-bbd1-6045bdf486d0,5395,"ST Demand. Expend. Eq., (Oth.)",Assets,Activos,False,Posting,False,2025-11-17T08:37:43.84Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
