id,dimensionCode,dimensionValueCode,dimensionValueName,dimensionValueId,dimensionValueType,blocked,indentation,consolidationCode,globalDimensionNumber,lastModifiedDateTime,company_id,company_name
34f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0086,,536,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
35f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0087,,538,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
36f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0088,,600,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
37f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0089,,601,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
38f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0090,,629,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
39f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0091,,630,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
3af6e789-c0aa-f011-9051-005056875753,CONTRATO,S0092,,631,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
3bf6e789-c0aa-f011-9051-005056875753,CONTRATO,S0093,,632,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
3cf6e789-c0aa-f011-9051-005056875753,CONTRATO,S0094,,633,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
3df6e789-c0aa-f011-9051-005056875753,CONTRATO,S0095,,669,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
3ef6e789-c0aa-f011-9051-005056875753,CONTRATO,S0096,,670,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
3ff6e789-c0aa-f011-9051-005056875753,CONTRATO,S0097,,671,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
40f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0098,,744,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
41f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0099,,748,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
42f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0100,,785,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
43f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0101,,786,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
44f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0102,,790,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
45f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0103,,804,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
46f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0104,,817,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
47f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0105,,821,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
48f6e789-c0aa-f011-9051-005056875753,CONTRATO,S0109,,980,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
49f6e789-c0aa-f011-9051-005056875753,CONTRATO,S048,,433,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
4bf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA001,,559,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
4cf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA002,,560,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
4df6e789-c0aa-f011-9051-005056875753,CONTRATO,SA003,,561,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
4ef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA004,,562,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
4ff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA005,,563,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
50f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA006,,547,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
51f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA007,,564,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
52f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA008,,565,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
53f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA009,,566,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
54f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA010,,569,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
55f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA011,,548,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
56f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA012,,567,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
57f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA013,,549,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
58f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA014,,589,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
59f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA015,,591,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
5af6e789-c0aa-f011-9051-005056875753,CONTRATO,SA016,,596,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
5bf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA017,,570,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
5cf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA018,,571,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
5df6e789-c0aa-f011-9051-005056875753,CONTRATO,SA019,,568,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
5ef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA020,,572,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
5ff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA021,,573,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
60f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA022,,555,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
61f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA023,,595,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
62f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA024,,577,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
63f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA025,,579,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
64f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA026,,580,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
65f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA027,,581,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
66f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA028,,576,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
67f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA029,,584,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
68f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA030,,592,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
69f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA031,,590,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6af6e789-c0aa-f011-9051-005056875753,CONTRATO,SA032,,593,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6bf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA033,,594,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6cf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA034,,585,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6df6e789-c0aa-f011-9051-005056875753,CONTRATO,SA035,,586,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6ef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA036,,587,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6ff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA037,,588,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
70f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA038,,604,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
71f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA039,,612,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
72f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA040,,603,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
73f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA041,,613,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
74f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA042,,597,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
75f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA043,,599,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
76f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA044,,598,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
77f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA045,,614,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
78f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA046,,602,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
79f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA047,,605,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
7af6e789-c0aa-f011-9051-005056875753,CONTRATO,SA048,,606,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
7bf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA049,,619,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
7cf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA050,,627,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
7df6e789-c0aa-f011-9051-005056875753,CONTRATO,SA051,,615,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
7ef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA052,,607,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
7ff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA053,,616,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
80f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA054,,608,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
81f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA055,,618,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
82f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA056,,620,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
83f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA057,,621,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
84f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA058,,623,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
85f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA059,,624,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
86f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA060,,625,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
87f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA061,,626,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
88f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA062,,628,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
89f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA063,,645,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
8af6e789-c0aa-f011-9051-005056875753,CONTRATO,SA064,,640,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
8bf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA065,,646,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
8cf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA066,,641,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
8df6e789-c0aa-f011-9051-005056875753,CONTRATO,SA067,,642,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
8ef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA068,,643,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
8ff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA069,,647,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
90f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA070,,648,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
91f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA071,,649,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
92f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA072,,650,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
93f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA073,,651,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
94f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA074,,652,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
95f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA075,,653,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
96f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA076,,654,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
97f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA077,,723,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
98f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA078,,655,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
99f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA079,,644,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9af6e789-c0aa-f011-9051-005056875753,CONTRATO,SA080,,656,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9bf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA081,,657,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9cf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA082,,660,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9df6e789-c0aa-f011-9051-005056875753,CONTRATO,SA083,,658,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9ef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA084,,659,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
9ff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA085,,661,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a0f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA086,,662,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a1f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA087,,673,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a2f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA088,,663,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a3f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA089,,665,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a4f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA090,,674,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a5f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA091,,675,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a6f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA092,,676,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a7f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA093,,677,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a8f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA094,,678,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
a9f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA095,,679,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
aaf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA096,,680,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
abf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA097,,681,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
acf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA098,,682,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
adf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA099,,683,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
aef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA100,,666,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
aff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA101,,667,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b0f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA102,,684,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b1f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA103,,685,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b2f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA104,,686,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b3f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA105,,687,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b4f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA106,,688,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b5f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA107,,689,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b6f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA108,,698,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b7f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA109,,699,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b8f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA110,,700,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
b9f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA111,,701,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
baf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA112,,702,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
bbf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA113,,712,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
bcf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA114,,713,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
bdf6e789-c0aa-f011-9051-005056875753,CONTRATO,SA115,,714,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
bef6e789-c0aa-f011-9051-005056875753,CONTRATO,SA116,,715,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
bff6e789-c0aa-f011-9051-005056875753,CONTRATO,SA117,,722,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
c0f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA118,,716,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
c1f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA119,,709,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
c2f6e789-c0aa-f011-9051-005056875753,CONTRATO,SA120,,717,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
